id_abonne,ville,age,abonnement,duree_utilisation_mois,montant
2667,Fes,35,Basic,23,812.46
2668,Marrakech,64,Basic,21,197.89
2669,Tanger,35,Famille,41,747.75
2670,Rabat,63,Premium,58,927.49
2671,Oujda,24,Premium,13,848.36
2672,Casablanca,58,Basic,16,179.03
2673,Oujda,73,Standard,44,234.89
2674,Tetouan,27,Famille,53,226.75
2675,Tetouan,36,Standard,13,652.03
2676,Rabat,51,Standard,1,461.6
2677,Tetouan,53,Standard,46,218.21
2678,Oujda,62,Premium,40,410.28
2679,Meknes,33,Premium,31,552.94
2680,Fes,74,Premium,54,269.3
2681,Agadir,60,Famille,32,805.91
2682,Oujda,56,Premium,35,505.91
2683,Rabat,32,Basic,57,900.98
2684,Agadir,44,Famille,21,284.03
2685,Oujda,25,Standard,30,957.5
2686,Rabat,40,Famille,46,170.65
2687,Tetouan,71,Famille,39,440.4
2688,Marrakech,19,Premium,18,531.11
2689,Oujda,21,Premium,17,690.24
2690,Oujda,43,Famille,28,427.75
2691,Casablanca,35,Famille,47,257.0
2692,Casablanca,37,Famille,27,259.24
2693,Fes,52,Standard,50,643.02
2694,Meknes,57,Premium,9,623.71
2695,Casablanca,64,Basic,52,409.23
2696,Tanger,40,Basic,42,95.75
2697,Marrakech,41,Standard,11,845.24
2698,Oujda,73,Standard,19,810.22
2699,Tanger,39,Famille,14,574.3
2700,Marrakech,18,Basic,55,68.03
2701,Kenitra,24,Famille,51,509.65
2702,Fes,36,Premium,2,267.5
2703,Marrakech,20,Premium,48,166.46
2704,Oujda,59,Famille,9,826.38
2705,Agadir,73,Basic,5,119.2
2706,Oujda,19,Basic,48,837.74
2707,Meknes,27,Basic,48,607.79
2708,Oujda,30,Premium,51,356.54
2709,Kenitra,65,Basic,20,309.35
2710,Marrakech,24,Premium,42,596.39
2711,Oujda,36,Famille,6,260.14
2712,Oujda,53,Premium,31,319.2
2713,Kenitra,50,Standard,25,65.35
2714,Tetouan,64,Famille,24,773.57
2715,Rabat,46,Standard,37,975.43
2716,Oujda,67,Standard,29,400.33
2717,Meknes,24,Premium,22,185.58
2718,Rabat,24,Standard,14,870.59
2719,Tetouan,55,Standard,6,183.26
2720,Meknes,71,Famille,34,735.88
2721,Meknes,66,Standard,4,778.04
2722,Agadir,44,Premium,48,369.98
2723,Fes,20,Premium,45,586.05
2724,Oujda,73,Basic,18,704.88
2725,Kenitra,68,Famille,35,523.82
2726,Marrakech,38,Famille,46,507.85
2727,Kenitra,72,Basic,59,148.79
2728,Rabat,42,Standard,49,61.94
2729,Kenitra,65,Basic,11,236.5
2730,Rabat,20,Famille,32,211.19
2731,Kenitra,49,Standard,48,879.5
2732,Oujda,43,Basic,19,160.7
2733,Agadir,64,Premium,34,355.27
2734,Tanger,54,Standard,10,324.69
2735,Marrakech,69,Premium,34,623.29
2736,Tetouan,47,Standard,60,362.67
2737,Fes,28,Famille,1,350.8
2738,Fes,27,Famille,5,992.64
2739,Casablanca,37,Standard,13,708.34
2740,Kenitra,47,Premium,7,107.05
2741,Tetouan,56,Standard,5,381.93
2742,Kenitra,74,Standard,23,646.38
2743,Marrakech,35,Premium,53,914.94
2744,Oujda,55,Premium,24,642.28
2745,Oujda,34,Standard,5,612.01
2746,Rabat,64,Standard,18,218.41
2747,Meknes,24,Standard,52,545.2
2748,Oujda,39,Premium,52,749.4
2749,Meknes,60,Famille,14,208.69
2750,Marrakech,31,Basic,60,812.19
2751,Fes,27,Standard,31,879.88
2752,Tanger,22,Basic,9,535.12
2753,Tetouan,45,Famille,21,336.43
2754,Rabat,33,Famille,25,784.22
2755,Tetouan,40,Premium,54,544.89
2756,Kenitra,23,Standard,11,947.22
2757,Agadir,63,Standard,54,464.38
2758,Tetouan,49,Premium,44,163.23
2759,Oujda,59,Premium,12,73.03
2760,Tanger,72,Famille,50,685.54
2761,Oujda,31,Standard,25,404.5
2762,Casablanca,30,Famille,24,548.7
2763,Casablanca,55,Premium,22,138.4
2764,Tanger,34,Basic,39,308.38
2765,Agadir,59,Famille,26,90.72
2766,Agadir,35,Basic,37,831.16
2767,Tetouan,56,Famille,32,214.08
2768,Kenitra,69,Basic,3,400.06
2769,Meknes,75,Standard,46,748.39
2770,Fes,23,Famille,54,852.51
2771,Casablanca,46,Basic,21,141.6
2772,Kenitra,35,Standard,42,632.3
2773,Casablanca,39,Premium,58,722.84
2774,Meknes,64,Premium,34,62.46
2775,Oujda,44,Basic,5,232.29
2776,Kenitra,27,Premium,6,212.96
2777,Casablanca,35,Standard,45,529.19
2778,Fes,58,Basic,20,309.07
2779,Tanger,25,Premium,30,588.76
2780,Rabat,54,Famille,6,159.45
2781,Rabat,29,Basic,12,350.63
2782,Casablanca,67,Standard,51,58.92
2783,Tanger,47,Basic,57,737.06
2784,Marrakech,37,Standard,48,767.04
2785,Fes,37,Basic,25,719.62
2786,Fes,35,Standard,37,348.76
2787,Marrakech,71,Standard,18,888.39
2788,Fes,36,Premium,45,466.62
2789,Rabat,49,Premium,38,394.43
2790,Kenitra,46,Standard,3,951.18
2791,Meknes,42,Standard,35,589.28
2792,Oujda,40,Premium,14,374.07
2793,Kenitra,53,Premium,6,536.61
2794,Marrakech,34,Standard,30,296.8
2795,Rabat,51,Standard,31,181.82
2796,Meknes,38,Premium,37,408.01
2797,Meknes,75,Basic,21,715.22
2798,Tanger,73,Basic,11,449.34
2799,Tanger,39,Basic,12,916.49
2800,Agadir,28,Famille,35,225.85
2801,Casablanca,46,Famille,38,596.17
2802,Oujda,64,Famille,31,841.39
2803,Agadir,64,Premium,39,369.98
2804,Oujda,37,Basic,60,882.56
2805,Kenitra,24,Famille,28,784.37
2806,Meknes,43,Basic,11,535.59
2807,Agadir,74,Standard,37,763.26
2808,Fes,60,Premium,51,960.92
2809,Rabat,37,Standard,52,377.8
2810,Oujda,28,Famille,1,674.68
2811,Marrakech,74,Standard,20,341.15
2812,Fes,33,Standard,28,134.66
2813,Marrakech,27,Premium,1,502.48
2814,Tanger,24,Famille,36,701.45
2815,Marrakech,48,Famille,54,489.31
2816,Marrakech,66,Basic,25,171.08
2817,Fes,43,Premium,58,318.03
2818,Oujda,56,Famille,35,117.07
2819,Tetouan,60,Basic,15,890.31
2820,Fes,67,Standard,24,393.17
2821,Kenitra,70,Basic,40,618.21
2822,Oujda,22,Standard,9,523.95
2823,Casablanca,31,Premium,28,137.21
2824,Oujda,59,Standard,28,192.21
2825,Agadir,42,Famille,3,296.97
2826,Oujda,29,Standard,26,697.22
2827,Rabat,47,Basic,23,700.76
2828,Rabat,59,Famille,52,815.57
2829,Fes,38,Standard,37,530.62
2830,Tetouan,18,Famille,42,960.92
2831,Oujda,45,Basic,20,452.73
2832,Rabat,56,Famille,33,403.18
2833,Tetouan,63,Premium,55,557.27
2834,Tanger,25,Standard,28,554.13
2835,Oujda,73,Basic,10,55.61
2836,Meknes,34,Standard,33,821.19
2837,Tetouan,45,Basic,30,316.63
2838,Rabat,73,Famille,30,397.75
2839,Meknes,61,Premium,17,453.42
2840,Agadir,67,Basic,35,302.87
2841,Agadir,40,Famille,2,473.43
2842,Agadir,58,Basic,39,155.1
2843,Casablanca,52,Famille,16,215.47
2844,Kenitra,24,Standard,47,186.41
2845,Tetouan,45,Premium,23,972.26
2846,Meknes,33,Famille,3,121.71
2847,Tanger,20,Standard,39,977.0
2848,Rabat,42,Basic,22,930.07
2849,Agadir,45,Famille,2,223.73
2850,Agadir,64,Basic,54,915.73
2851,Rabat,68,Standard,37,296.93
2852,Agadir,57,Standard,45,808.01
2853,Tanger,54,Famille,14,771.68
2854,Oujda,35,Standard,18,525.48
2855,Casablanca,56,Famille,59,221.2
2856,Agadir,35,Basic,27,245.78
2857,Oujda,60,Standard,18,302.7
2858,Meknes,68,Premium,7,259.26
2859,Casablanca,63,Premium,15,109.54
2860,Agadir,64,Famille,38,448.73
2861,Meknes,39,Famille,31,932.38
2862,Casablanca,39,Premium,21,378.05
2863,Tetouan,27,Famille,55,754.44
2864,Marrakech,52,Standard,44,419.56
2865,Oujda,20,Basic,41,511.21
2866,Tanger,23,Standard,48,984.63
2867,Tanger,37,Premium,49,348.57
2868,Tetouan,19,Standard,40,604.69
2869,Meknes,40,Famille,27,995.03
2870,Casablanca,66,Premium,36,755.85
2871,Marrakech,42,Standard,25,625.77
2872,Rabat,24,Famille,14,249.74
2873,Rabat,54,Premium,12,870.65
2874,Oujda,53,Famille,23,762.72
2875,Oujda,75,Premium,21,780.97
2876,Rabat,60,Premium,33,557.85
2877,Oujda,32,Famille,32,767.99
2878,Agadir,70,Famille,11,926.72
2879,Fes,43,Premium,1,555.03
2880,Tanger,66,Famille,42,212.66
2881,Rabat,42,Famille,27,438.78
2882,Casablanca,57,Standard,9,628.22
2883,Kenitra,23,Famille,2,357.77
2884,Marrakech,28,Famille,44,135.42
2885,Tanger,19,Famille,36,534.77
2886,Marrakech,72,Standard,30,399.61
2887,Marrakech,29,Famille,60,726.15
2888,Marrakech,38,Standard,19,110.57
2889,Casablanca,31,Famille,30,281.79
2890,Meknes,46,Standard,51,217.03
2891,Tetouan,50,Basic,52,622.81
2892,Tanger,73,Standard,16,488.1
2893,Rabat,18,Basic,44,692.03
2894,Kenitra,48,Famille,5,792.89
2895,Agadir,74,Basic,46,786.77
2896,Kenitra,63,Basic,29,505.77
2897,Casablanca,36,Famille,54,830.2
2898,Casablanca,41,Famille,46,930.02
2899,Tetouan,45,Basic,7,187.68
2900,Agadir,66,Basic,47,209.51
2901,Oujda,60,Premium,10,916.33
2902,Tetouan,31,Premium,7,362.52
2903,Rabat,47,Famille,49,281.49
2904,Agadir,39,Premium,45,471.44
2905,Tetouan,62,Premium,37,310.53
2906,Casablanca,66,Standard,10,544.69
2907,Casablanca,32,Premium,37,393.59
2908,Agadir,37,Standard,37,651.2
2909,Tetouan,63,Famille,44,329.14
2910,Fes,27,Premium,55,414.02
2911,Marrakech,19,Standard,38,336.81
2912,Meknes,18,Premium,24,734.08
2913,Kenitra,43,Famille,40,904.0
2914,Tanger,59,Standard,38,858.98
2915,Tanger,51,Premium,25,871.14
2916,Tetouan,59,Standard,56,547.98
2917,Fes,48,Famille,1,684.31
2918,Rabat,39,Standard,20,245.11
2919,Fes,35,Basic,42,236.1
2920,Tetouan,47,Basic,54,757.94
2921,Kenitra,75,Standard,48,241.4
2922,Casablanca,43,Basic,22,531.05
2923,Agadir,53,Basic,52,102.18
2924,Meknes,51,Standard,16,292.27
2925,Fes,62,Standard,15,704.16
2926,Tetouan,29,Basic,39,301.48
2927,Agadir,23,Standard,47,838.16
2928,Rabat,75,Standard,34,336.62
2929,Marrakech,32,Standard,38,772.6
2930,Tetouan,47,Basic,35,886.56
2931,Casablanca,38,Basic,13,503.38
2932,Tetouan,23,Famille,13,143.88
2933,Meknes,31,Famille,20,589.86
2934,Meknes,45,Basic,47,891.19
2935,Marrakech,55,Famille,1,288.16
2936,Oujda,56,Premium,32,648.57
2937,Tanger,50,Famille,33,318.57
2938,Agadir,34,Standard,22,310.52
2939,Kenitra,50,Premium,41,467.04
2940,Fes,49,Basic,21,897.7
2941,Kenitra,48,Famille,11,218.86
2942,Oujda,61,Premium,7,928.03
2943,Tetouan,39,Standard,13,788.85
2944,Marrakech,31,Premium,33,339.11
2945,Kenitra,48,Basic,44,334.06
2946,Meknes,31,Standard,21,197.57
2947,Oujda,68,Standard,55,199.05
2948,Fes,38,Famille,42,614.47
2949,Oujda,67,Premium,15,935.2
2950,Tetouan,72,Premium,24,186.74
2951,Tanger,64,Premium,54,756.95
2952,Tetouan,37,Famille,37,422.87
2953,Oujda,18,Famille,4,969.25
2954,Tanger,59,Standard,30,777.7
2955,Casablanca,70,Standard,14,677.95
2956,Agadir,36,Premium,2,354.75
2957,Oujda,38,Standard,52,253.23
2958,Kenitra,46,Premium,7,119.71
2959,Fes,38,Famille,47,612.29
2960,Casablanca,67,Famille,45,960.75
2961,Tetouan,33,Premium,39,605.81
2962,Casablanca,24,Basic,41,374.56
2963,Kenitra,41,Famille,60,319.02
2964,Tetouan,26,Basic,21,977.32
2965,Oujda,70,Standard,56,191.9
2966,Agadir,54,Standard,36,132.6
2967,Marrakech,38,Premium,36,553.48
2968,Agadir,62,Basic,9,782.5
2969,Rabat,73,Premium,55,392.17
2970,Tetouan,65,Standard,12,354.2
2971,Marrakech,47,Premium,22,238.04
2972,Agadir,34,Basic,9,162.23
2973,Oujda,45,Famille,52,511.04
2974,Casablanca,71,Basic,59,989.16
2975,Tanger,19,Famille,3,960.8
2976,Tanger,68,Famille,19,595.07
2977,Rabat,65,Basic,37,136.54
2978,Kenitra,67,Basic,35,199.31
2979,Kenitra,72,Basic,37,925.37
2980,Meknes,59,Standard,49,118.43
2981,Oujda,70,Premium,30,477.72
2982,Fes,59,Premium,5,221.59
2983,Meknes,39,Famille,34,791.06
2984,Oujda,74,Basic,26,595.0
2985,Casablanca,57,Famille,2,57.11
2986,Tanger,45,Standard,17,861.8
2987,Meknes,61,Premium,35,483.87
2988,Marrakech,67,Premium,58,885.3
2989,Meknes,27,Standard,50,189.87
2990,Agadir,29,Basic,2,555.75
2991,Casablanca,67,Standard,35,380.09
2992,Rabat,38,Premium,60,267.6
2993,Marrakech,30,Premium,11,452.07
2994,Agadir,32,Standard,50,386.58
2995,Fes,74,Famille,8,841.45
2996,Oujda,19,Famille,56,755.75
2997,Marrakech,42,Basic,29,465.62
2998,Marrakech,31,Famille,38,822.77
2999,Rabat,29,Basic,11,767.78
3000,Rabat,49,Premium,48,994.59
3001,Oujda,30,Standard,6,808.8
3002,Tanger,48,Premium,33,155.39
3003,Tetouan,19,Basic,25,812.24
3004,Oujda,72,Basic,23,391.37
3005,Agadir,71,Basic,28,947.64
3006,Agadir,32,Basic,42,660.4
3007,Oujda,74,Famille,2,952.74
3008,Agadir,64,Premium,3,182.7
3009,Marrakech,29,Basic,9,541.69
3010,Fes,62,Famille,49,86.04
3011,Meknes,69,Standard,56,751.86
3012,Agadir,41,Famille,53,198.61
3013,Fes,29,Standard,48,817.95
3014,Fes,41,Basic,51,203.26
3015,Tetouan,31,Premium,26,643.05
3016,Agadir,57,Premium,2,793.11
3017,Tanger,19,Famille,3,747.2
3018,Fes,44,Basic,35,407.18
3019,Meknes,64,Standard,11,144.11
3020,Tanger,75,Standard,6,447.89
3021,Rabat,25,Famille,30,983.2
3022,Kenitra,46,Standard,55,622.11
3023,Casablanca,37,Famille,31,903.57
3024,Agadir,26,Premium,43,561.99
3025,Meknes,60,Basic,31,517.16
3026,Meknes,30,Standard,15,538.0
3027,Fes,32,Basic,48,139.05
3028,Oujda,36,Basic,16,263.91
3029,Fes,64,Premium,22,723.94
3030,Tetouan,60,Premium,49,903.56
3031,Tanger,45,Premium,43,186.96
3032,Casablanca,65,Famille,41,94.62
3033,Marrakech,29,Basic,10,651.9
3034,Marrakech,28,Famille,21,60.13
3035,Tetouan,48,Premium,13,646.28
3036,Meknes,43,Famille,14,479.53
3037,Agadir,52,Famille,8,756.71
3038,Kenitra,39,Premium,58,226.0
3039,Tanger,69,Famille,50,570.46
3040,Rabat,60,Premium,49,542.12
3041,Rabat,68,Premium,28,659.18
3042,Kenitra,26,Basic,15,975.33
3043,Rabat,25,Premium,9,878.64
3044,Agadir,46,Famille,36,984.1
3045,Rabat,73,Standard,26,828.03
3046,Kenitra,30,Standard,54,695.55
3047,Casablanca,30,Premium,34,619.89
3048,Fes,54,Basic,52,555.5
3049,Kenitra,32,Standard,24,199.81
3050,Fes,58,Standard,54,933.12
3051,Fes,52,Famille,55,241.09
3052,Casablanca,43,Premium,25,904.91
3053,Oujda,75,Famille,30,354.83
3054,Agadir,18,Basic,17,721.92
3055,Agadir,31,Basic,4,766.41
3056,Fes,27,Famille,53,201.24
3057,Marrakech,43,Standard,42,447.06
3058,Meknes,30,Standard,54,381.89
3059,Marrakech,35,Standard,58,430.37
3060,Meknes,61,Standard,14,470.21
3061,Agadir,66,Premium,1,653.92
3062,Kenitra,37,Basic,50,646.12
3063,Tetouan,32,Famille,20,830.13
3064,Kenitra,65,Famille,10,115.88
3065,Tanger,74,Premium,3,411.43
3066,Agadir,25,Famille,28,604.73
3067,Tetouan,66,Premium,15,545.7
3068,Rabat,64,Premium,16,874.89
3069,Tetouan,71,Famille,27,102.82
3070,Rabat,73,Premium,54,736.85
3071,Agadir,75,Premium,41,531.43
3072,Oujda,60,Premium,23,127.94
3073,Rabat,63,Famille,16,605.49
3074,Marrakech,55,Famille,43,301.47
3075,Tetouan,53,Famille,39,542.02
3076,Oujda,20,Basic,38,845.3
3077,Rabat,54,Basic,8,967.39
3078,Marrakech,41,Famille,53,423.06
3079,Casablanca,40,Famille,55,486.71
3080,Kenitra,20,Famille,53,813.96
3081,Oujda,60,Basic,14,587.58
3082,Casablanca,58,Premium,7,326.66
3083,Oujda,69,Basic,47,482.79
3084,Agadir,40,Premium,23,973.9
3085,Marrakech,35,Famille,51,94.41
3086,Tetouan,62,Premium,50,802.96
3087,Marrakech,53,Premium,48,430.25
3088,Tanger,67,Standard,55,523.84
3089,Rabat,39,Premium,40,560.32
3090,Marrakech,38,Premium,7,917.46
3091,Rabat,58,Famille,21,639.71
3092,Fes,66,Famille,13,300.45
3093,Tetouan,40,Premium,52,464.88
3094,Tanger,66,Standard,11,355.62
3095,Rabat,30,Premium,59,529.81
3096,Kenitra,36,Standard,26,636.55
3097,Rabat,30,Basic,6,725.08
3098,Oujda,72,Premium,10,729.09
3099,Kenitra,40,Famille,9,924.2
3100,Rabat,72,Premium,40,590.6
3101,Rabat,38,Standard,29,833.83
3102,Marrakech,53,Standard,43,992.04
3103,Casablanca,49,Standard,54,709.33
3104,Marrakech,33,Standard,29,664.5
3105,Marrakech,27,Basic,19,280.5
3106,Casablanca,72,Famille,54,466.0
3107,Kenitra,53,Standard,27,225.76
3108,Kenitra,55,Famille,41,595.68
3109,Oujda,65,Premium,46,805.96
3110,Tanger,69,Premium,28,400.72
3111,Marrakech,38,Premium,5,959.19
3112,Fes,38,Standard,51,560.36
3113,Fes,24,Famille,35,346.81
3114,Meknes,32,Premium,46,716.04
3115,Kenitra,70,Standard,30,304.68
3116,Casablanca,47,Famille,32,610.51
3117,Rabat,28,Basic,36,475.04
3118,Casablanca,75,Premium,31,873.2
3119,Fes,22,Premium,5,956.0
3120,Agadir,54,Premium,58,740.37
3121,Meknes,49,Famille,46,775.15
3122,Fes,43,Standard,43,478.51
3123,Kenitra,62,Premium,22,269.94
3124,Kenitra,44,Standard,50,561.63
3125,Meknes,38,Basic,40,99.32
3126,Tanger,55,Basic,50,977.49
3127,Meknes,22,Famille,47,202.15
3128,Marrakech,33,Standard,54,221.18
3129,Tetouan,64,Basic,22,133.65
3130,Oujda,54,Famille,52,436.2
3131,Tetouan,26,Premium,12,140.07
3132,Tanger,29,Famille,57,288.41
3133,Rabat,29,Premium,26,239.58
3134,Tanger,59,Basic,22,478.14
3135,Rabat,51,Premium,2,884.34
3136,Casablanca,53,Basic,44,403.49
3137,Fes,18,Basic,1,359.52
3138,Agadir,19,Premium,55,114.92
3139,Fes,30,Famille,12,557.45
3140,Tanger,24,Standard,39,404.46
3141,Fes,75,Famille,46,852.67
3142,Fes,50,Standard,53,827.05
3143,Casablanca,57,Basic,60,559.71
3144,Rabat,69,Premium,60,325.86
3145,Tanger,61,Standard,38,541.56
3146,Rabat,49,Standard,39,196.49
3147,Meknes,39,Famille,60,674.56
3148,Oujda,68,Famille,8,684.27
3149,Rabat,39,Standard,24,183.31
3150,Tetouan,30,Famille,3,389.41
3151,Tetouan,69,Basic,55,542.85
3152,Tanger,51,Famille,49,568.06
3153,Marrakech,36,Premium,9,474.51
3154,Marrakech,36,Famille,26,462.38
3155,Rabat,49,Basic,32,148.1
3156,Kenitra,48,Famille,20,521.73
3157,Agadir,67,Basic,34,838.69
3158,Marrakech,23,Premium,58,607.1
3159,Meknes,52,Standard,42,346.97
3160,Casablanca,52,Basic,4,967.43
3161,Oujda,30,Premium,35,98.81
3162,Oujda,65,Standard,33,401.28
3163,Casablanca,31,Basic,30,951.47
3164,Marrakech,63,Premium,5,727.33
3165,Tetouan,31,Basic,3,924.98
3166,Marrakech,75,Basic,60,324.92
3167,Marrakech,60,Premium,12,986.73
3168,Marrakech,41,Famille,3,197.13
3169,Meknes,33,Premium,57,925.07
3170,Meknes,63,Premium,14,942.26
3171,Agadir,44,Basic,27,831.38
3172,Oujda,35,Standard,53,789.26
3173,Agadir,56,Basic,41,706.9
3174,Casablanca,62,Famille,9,678.81
3175,Marrakech,22,Basic,8,199.98
3176,Tetouan,22,Standard,35,360.01
3177,Agadir,61,Famille,19,558.45
3178,Agadir,72,Premium,7,771.94
3179,Oujda,70,Standard,6,576.01
3180,Tetouan,30,Standard,34,994.78
3181,Tetouan,48,Basic,8,266.21
3182,Oujda,29,Basic,49,707.94
3183,Rabat,33,Famille,40,401.36
3184,Fes,46,Basic,43,935.93
3185,Marrakech,67,Standard,47,351.03
3186,Meknes,18,Standard,22,865.51
3187,Agadir,29,Premium,30,239.62
3188,Casablanca,43,Famille,10,948.48
3189,Kenitra,22,Standard,12,644.85
3190,Tanger,60,Famille,2,876.77
3191,Rabat,71,Standard,39,551.13
3192,Kenitra,28,Standard,36,964.97
3193,Casablanca,25,Basic,27,541.14
3194,Casablanca,57,Standard,47,935.16
3195,Tanger,20,Standard,58,147.6
3196,Marrakech,18,Famille,1,583.58
3197,Oujda,67,Basic,55,262.29
3198,Casablanca,54,Basic,2,665.42
3199,Tetouan,54,Famille,19,700.33
3200,Oujda,46,Standard,44,515.03
3201,Agadir,40,Famille,31,922.46
3202,Fes,47,Premium,15,186.19
3203,Fes,42,Premium,57,201.3
3204,Casablanca,45,Premium,10,89.43
3205,Oujda,63,Standard,26,167.77
3206,Tanger,31,Famille,27,888.44
3207,Tetouan,64,Famille,29,953.76
3208,Tetouan,41,Premium,21,681.1
3209,Fes,64,Standard,16,255.11
3210,Marrakech,54,Standard,56,741.84
3211,Meknes,41,Famille,36,868.32
3212,Oujda,41,Premium,14,422.19
3213,Tetouan,24,Famille,20,908.44
3214,Meknes,44,Basic,13,255.32
3215,Kenitra,74,Standard,43,414.08
3216,Kenitra,45,Standard,29,71.64
3217,Marrakech,42,Standard,18,983.45
3218,Meknes,67,Standard,42,430.78
3219,Marrakech,27,Famille,21,494.15
3220,Fes,66,Famille,21,628.84
3221,Meknes,51,Basic,44,141.21
3222,Rabat,23,Basic,1,923.16
3223,Casablanca,39,Basic,21,933.98
3224,Tanger,30,Standard,14,341.18
3225,Rabat,41,Premium,38,908.29
3226,Tetouan,48,Premium,46,215.46
3227,Agadir,24,Standard,58,885.53
3228,Fes,44,Basic,35,913.72
3229,Oujda,28,Famille,45,983.14
3230,Marrakech,25,Standard,59,471.66
3231,Casablanca,26,Famille,31,409.4
3232,Fes,67,Basic,38,702.72
3233,Tanger,46,Standard,29,898.29
3234,Tetouan,60,Premium,57,371.79
3235,Rabat,74,Premium,5,217.37
3236,Meknes,37,Famille,59,191.01
3237,Marrakech,58,Premium,19,724.84
3238,Rabat,40,Famille,2,639.77
3239,Meknes,44,Standard,24,857.69
3240,Marrakech,50,Premium,34,908.07
3241,Casablanca,49,Premium,58,207.54
3242,Marrakech,62,Premium,17,475.48
3243,Oujda,39,Basic,18,761.5
3244,Tetouan,60,Basic,22,572.71
3245,Fes,73,Basic,48,593.97
3246,Agadir,42,Standard,58,495.61
3247,Oujda,20,Premium,45,405.38
3248,Tanger,69,Famille,27,720.92
3249,Fes,40,Premium,36,232.26
3250,Agadir,35,Basic,59,476.38
3251,Rabat,69,Premium,56,532.35
3252,Rabat,19,Standard,52,772.96
3253,Marrakech,22,Standard,24,110.71
3254,Meknes,69,Standard,50,132.02
3255,Rabat,18,Basic,48,815.64
3256,Meknes,22,Standard,38,643.82
3257,Tetouan,58,Premium,51,680.69
3258,Meknes,25,Basic,46,180.78
3259,Rabat,29,Basic,46,952.82
3260,Casablanca,45,Standard,14,96.5
3261,Rabat,42,Premium,41,551.87
3262,Tetouan,70,Standard,46,987.53
3263,Meknes,63,Standard,31,322.66
3264,Meknes,73,Basic,29,224.68
3265,Casablanca,23,Standard,13,299.1
3266,Kenitra,54,Standard,45,166.81
3267,Rabat,30,Standard,55,354.34
3268,Marrakech,28,Famille,41,843.24
3269,Agadir,56,Famille,33,657.57
3270,Marrakech,45,Premium,53,376.52
3271,Marrakech,51,Basic,42,895.03
3272,Agadir,36,Standard,5,107.54
3273,Tetouan,40,Basic,40,766.87
3274,Oujda,23,Famille,1,977.31
3275,Rabat,38,Premium,45,696.03
3276,Rabat,54,Premium,47,846.74
3277,Tetouan,40,Famille,24,523.71
3278,Tetouan,38,Standard,15,606.87
3279,Casablanca,62,Premium,27,490.7
3280,Tetouan,38,Famille,30,874.25
3281,Tetouan,46,Standard,10,749.97
3282,Oujda,44,Basic,56,181.46
3283,Tanger,42,Standard,26,396.42
3284,Oujda,68,Standard,10,612.29
3285,Fes,31,Basic,2,420.73
3286,Fes,35,Premium,13,69.6
3287,Oujda,28,Premium,54,956.44
3288,Kenitra,35,Standard,13,511.21
3289,Tetouan,45,Famille,55,200.83
3290,Casablanca,40,Basic,5,954.3
3291,Tetouan,56,Premium,10,272.39
3292,Tetouan,69,Standard,27,514.98
3293,Agadir,58,Standard,22,647.94
3294,Meknes,45,Basic,39,171.96
3295,Agadir,39,Premium,52,703.09
3296,Fes,41,Famille,5,65.82
3297,Tanger,44,Standard,14,946.35
3298,Marrakech,73,Premium,41,918.95
3299,Tetouan,68,Premium,36,372.72
3300,Tanger,62,Standard,58,169.78
3301,Tanger,68,Standard,46,612.19
3302,Marrakech,70,Standard,32,584.13
3303,Casablanca,38,Basic,25,761.68
3304,Meknes,38,Basic,34,515.39
3305,Meknes,75,Premium,5,476.01
3306,Marrakech,68,Premium,46,184.93
3307,Casablanca,48,Standard,15,650.42
3308,Tanger,40,Famille,36,187.81
3309,Agadir,38,Famille,21,623.53
3310,Kenitra,30,Standard,60,616.71
3311,Rabat,36,Basic,48,889.53
3312,Kenitra,69,Premium,16,800.17
3313,Oujda,62,Basic,20,296.94
3314,Fes,36,Basic,2,668.05
3315,Oujda,23,Premium,30,786.01
3316,Fes,46,Famille,36,198.13
3317,Tetouan,66,Premium,7,939.06
3318,Tetouan,35,Standard,46,625.22
3319,Agadir,28,Standard,21,957.3
3320,Rabat,21,Premium,36,502.25
3321,Fes,38,Famille,36,73.19
3322,Oujda,59,Premium,26,218.1
3323,Meknes,71,Basic,42,317.76
3324,Meknes,66,Basic,57,535.12
3325,Fes,49,Basic,60,113.5
3326,Fes,24,Standard,46,272.26
3327,Tanger,40,Premium,6,441.01
3328,Rabat,49,Famille,35,108.04
3329,Oujda,59,Famille,45,196.23
3330,Rabat,70,Standard,29,200.11
3331,Agadir,32,Standard,4,661.52
3332,Kenitra,19,Basic,42,849.75
3333,Marrakech,48,Basic,3,257.05
3334,Marrakech,27,Standard,33,352.49
3335,Oujda,66,Famille,2,533.73
3336,Agadir,49,Basic,43,728.01
3337,Oujda,53,Basic,3,239.12
3338,Casablanca,31,Standard,38,515.89
3339,Tanger,62,Basic,38,886.56
3340,Kenitra,75,Standard,26,251.14
3341,Kenitra,18,Premium,18,577.45
3342,Kenitra,42,Standard,54,240.51
3343,Meknes,34,Premium,13,359.71
3344,Agadir,43,Basic,42,320.11
3345,Casablanca,46,Famille,14,224.59
3346,Casablanca,42,Basic,48,935.43
3347,Marrakech,30,Premium,54,704.26
3348,Marrakech,74,Premium,24,489.59
3349,Marrakech,54,Premium,14,534.54
3350,Agadir,18,Standard,54,220.87
3351,Tanger,31,Famille,47,418.14
3352,Tanger,47,Famille,39,765.17
3353,Tetouan,48,Premium,51,986.44
3354,Marrakech,22,Basic,57,49.26
